,产品标题,一级类目,二级类目,三级类目,三级分词,二级分词,二级品类结果,特征
76,2018冬季新款靴子女鞋2018年冬季尖头短筒套筒橡胶时装靴方跟人造,女装,鞋,靴,"{'m': ['2018', '2018', '年'], 't': ['冬季', '冬季'], 'n': ['新款', '靴子', '女鞋', '尖头', '套筒', '橡胶', '时装', '靴方', '人造'], 'b': ['短筒'], 'p': ['跟']}",[],,冬季短筒靴方
77,2018冬季新款靴子女鞋2018年冬季棉粗跟绒面橡胶套筒中跟圆头时装,女装,鞋,靴,"{'m': ['2018', '2018', '年'], 't': ['冬季', '冬季'], 'n': ['新款', '靴子', '女鞋', '绒面', '橡胶', '套筒', '圆头', '时装'], 'ng': ['棉'], 'a': ['粗'], 'p': ['跟', '跟'], 'f': ['中']}",[],,冬季棉粗女鞋
78,2018冬季新款靴子女鞋PU交叉绑带粗跟中筒靴布橡胶中跟防水台,女装,鞋,中筒靴,"{'m': ['2018'], 't': ['冬季'], 'n': ['新款', '靴子', '女鞋', '交叉', '绑带', '中筒', '靴布', '橡胶'], 'eng': ['PU'], 'a': ['粗'], 'p': ['跟', '跟'], 'f': ['中'], 'v': ['防水'], 'q': ['台']}",[],,绑带PU中筒
79,2018冬季新款靴子女鞋PU人造短毛绒短筒粗跟橡胶尖头中跟2018年秋,女装,鞋,靴,"{'m': ['2018', '2018'], 't': ['冬季', '年秋'], 'n': ['新款', '靴子', '女鞋', '人造', '短毛绒', '橡胶', '尖头'], 'eng': ['PU'], 'a': ['短', '粗'], 'q': ['筒'], 'p': ['跟', '跟'], 'f': ['中']}",[],,PU短毛绒短筒
80,2018冬季新款靴子女鞋休闲前系带PU软面平跟铆钉低跟马丁靴胶粘鞋,女装,鞋,靴,"{'m': ['2018'], 't': ['冬季'], 'n': ['新款', '靴子', '女鞋', '系带', '面平', '铆钉', '靴', '鞋'], 'v': ['休闲'], 'f': ['前'], 'eng': ['PU'], 'a': ['软', '低'], 'p': ['跟', '跟'], 'nr': ['马丁'], 'b': ['胶粘']}",[],,PU软面平女鞋
81,2018冬季新款靴子女鞋水钻高跟2018年冬季中筒靴防水台侧拉链人造,女装,鞋,中筒靴,"{'m': ['2018', '2018', '年'], 't': ['冬季', '冬季'], 'n': ['新款', '靴子', '女鞋', '水钻', '拉链', '人造'], 'a': ['高'], 'p': ['跟'], 'nz': ['中筒靴'], 'v': ['防水', '侧'], 'q': ['台']}",[],,冬季中筒台侧
82,2018冬季新款韩版修身套头毛衣女中长款长袖百搭针织衫,女装,上衣,针织衫,"{'m': ['2018', '百'], 't': ['冬季'], 'n': ['新款', '套头毛衣', '中长款', '长袖', '针织衫'], 'nt': ['韩版'], 'v': ['修身', '搭'], 'b': ['女']}",[],,韩版套头毛衣长款
83,2018冬季新款韩版修身潮流大毛领短款羽绒服棉衣女短棉服-BMDF g348,女装,外套,棉服,"{'m': ['2018'], 't': ['冬季'], 'n': ['新款', '潮流', '羽绒服', '棉衣', '短', '棉服'], 'nt': ['韩版'], 'v': ['修身'], 'a': ['大'], 'nr': ['毛领'], 'b': ['短款', '女'], 'eng': ['BMDFg348']}",[],,毛领棉服短款
84,2018冬季新款韩版时尚毛毛女鞋粗跟方头皮带扣懒人鞋,女装,鞋,鞋,"{'m': ['2018'], 't': ['冬季'], 'n': ['新款', '时尚', '女鞋', '方头', '皮带扣', '懒人', '鞋'], 'nt': ['韩版'], 'nr': ['毛毛'], 'a': ['粗'], 'p': ['跟']}",[],,韩版皮带扣懒人
85,2018冬季新款韩版菱格棒球服PU皮衣中长款皮棉衣棉服夹棉外套女【DB】g157,女装,外套,棉服,"{'m': ['2018'], 't': ['冬季'], 'n': ['新款', '棒球', '皮衣', '皮', '棉衣', '棉服', '夹', '棉外套', '女'], 'nt': ['韩版菱格'], 'vn': ['服'], 'eng': ['PU', 'DBg157'], 'j': ['中长款']}",[],,棉外套棉服韩版
86,2018冬季新款韩范格子长袖百搭打底衬衫冬上衣服chic港味女装潮,女装,上衣,衬衫,"{'m': ['2018', '百'], 't': ['冬季', '冬上'], 'n': ['新款', '格子', '长袖', '衬衫', '衣服', '港味', '女装', '潮'], 'nr': ['韩范'], 'v': ['搭', '打底'], 'eng': ['chic']}",[],,韩范百搭冬上
87,2018冬季新款高跟短靴女春秋靴子欧洲站百搭女鞋,女装,鞋,短靴,"{'m': ['2018', '百'], 't': ['冬季', '春秋'], 'n': ['新款', '短靴', '靴子', '女鞋'], 'a': ['高'], 'p': ['跟'], 'b': ['女'], 'ns': ['欧洲'], 'v': ['站', '搭']}",[],,短靴女鞋新款
88,2018冬季新款高跟短靴女春秋靴子欧洲站百搭女鞋z272,女装,鞋,短靴,"{'m': ['2018', '百'], 't': ['冬季', '春秋'], 'n': ['新款', '短靴', '靴子', '女鞋'], 'a': ['高'], 'p': ['跟'], 'b': ['女'], 'ns': ['欧洲'], 'v': ['站', '搭'], 'eng': ['z272']}",[],,短靴女鞋新款
89,2018冬季新款黑色外穿打底裤百搭弹力紧身高腰修身长裤加绒,女装,裤子,打底裤,"{'m': ['2018', '百'], 't': ['冬季'], 'n': ['新款', '黑色', '底裤', '弹力', '腰', '长裤'], 'f': ['外'], 'v': ['穿', '打', '搭', '紧身', '修身'], 'a': ['高'], 'nr': ['加绒']}",[],,外穿百搭高腰
90,2018冬季时尚灯芯绒裤子加厚保暖萝卜裤显瘦哈伦裤【DB】,女装,裤子,哈伦裤,"{'m': ['2018'], 't': ['冬季'], 'n': ['时尚', '灯芯绒', '裤子', '萝卜', '裤'], 'nr': ['加厚'], 'v': ['保暖'], 'ng': ['裤'], 'a': ['显瘦'], 'nrt': ['哈伦'], 'eng': ['DB']}",[],,裤显DB灯芯绒
91,2018冬季显瘦增高套脚圆头绒面中跟松糕底人造短毛绒鞋,女装,鞋,鞋,"{'m': ['2018'], 't': ['冬季'], 'a': ['显瘦', '松糕'], 'v': ['增高'], 'n': ['套脚', '圆头', '绒面', '人造', '短毛绒', '鞋'], 'f': ['中', '底'], 'p': ['跟']}",[],,显瘦套脚松糕
92,2018冬季长袖套头韩版百搭时尚休闲加绒 加厚打底衫【DB】,女装,上衣,打底衫,"{'m': ['2018', '百'], 't': ['冬季'], 'n': ['长袖', '套头', '版', '时尚'], 'j': ['韩'], 'v': ['搭', '休闲', '打底'], 'nr': ['加绒', '加厚'], 'ng': ['衫'], 'eng': ['DB']}",[],,套头韩版百加绒
93,2018冬季长袖套头韩版百搭时尚休闲加绒 加厚打底衫【DB】g660,女装,上衣,打底衫,"{'m': ['2018', '百'], 't': ['冬季'], 'n': ['长袖', '套头', '版', '时尚'], 'j': ['韩'], 'v': ['搭', '休闲', '打底'], 'nr': ['加绒', '加厚'], 'ng': ['衫'], 'eng': ['DBg660']}",[],,套头韩版百加绒
94,2018冬季雪地靴女休闲保暖中筒棉靴圆头绒面套脚时尚女鞋,女装,鞋,靴,"{'m': ['2018'], 't': ['冬季'], 'n': ['雪地', '靴女', '中筒', '棉靴', '圆头', '绒面', '套脚', '时尚', '女鞋'], 'v': ['休闲', '保暖']}",[],,靴女中筒棉靴
95,2018冬季韩版新款女式棉衣女中长款修身棉袄大毛领棉服外套,女装,外套,棉服,"{'m': ['2018'], 't': ['冬季'], 'nt': ['韩版'], 'n': ['新款', '女式', '棉衣', '中长款', '棉袄', '棉服', '外套'], 'b': ['女'], 'v': ['修身'], 'a': ['大'], 'nr': ['毛领']}",[],,毛领棉服韩版
96,2018冬新款加绒保暖松糕厚底增高棉鞋防滑时尚舒适百搭休闲运动女鞋WLDF-4,女装,鞋,鞋,"{'m': ['2018', '百'], 't': ['冬'], 'n': ['新款', '厚底', '棉鞋', '时尚', '女鞋'], 'nr': ['加绒'], 'v': ['保暖', '增高', '防滑', '搭', '休闲'], 'a': ['松糕', '舒适'], 'vn': ['运动'], 'eng': ['WLDF4']}",[],,加绒松糕厚底
97,2018冬新款尖头短靴女粗跟中筒马丁靴侧拉链加绒皮靴子,女装,鞋,短靴,"{'m': ['2018'], 't': ['冬'], 'n': ['新款', '尖头', '短靴', '中筒', '拉链'], 'b': ['女'], 'a': ['粗'], 'p': ['跟'], 'nr': ['马丁', '加绒'], 'ng': ['靴'], 'v': ['侧'], 'i': ['皮靴子']}",[],,皮靴子中筒靴侧
98,2018冬新款尖头短靴女粗跟中筒马丁靴侧拉链加绒皮靴子z284,女装,鞋,短靴,"{'m': ['2018'], 't': ['冬'], 'n': ['新款', '尖头', '短靴', '中筒', '拉链'], 'b': ['女'], 'a': ['粗'], 'p': ['跟'], 'nr': ['马丁', '加绒'], 'ng': ['靴'], 'v': ['侧'], 'i': ['皮靴子'], 'eng': ['z284']}",[],,皮靴子中筒靴侧
99,2018冬新款羊羔毛棉袄ins棉服女中长款韩版宽松加厚牛仔棉衣g405,女装,外套,棉服,"{'m': ['2018'], 't': ['冬'], 'n': ['新款', '羊羔', '棉袄', '棉服', '中长款', '棉衣'], 'nr': ['毛', '加厚', '牛仔'], 'eng': ['ins', 'g405'], 'b': ['女'], 'nt': ['韩版'], 'a': ['宽松']}",[],,棉服ins长款
100,2018冬新款薄绒高跟短靴女马丁靴英伦风粗跟女靴裸靴棉靴,女装,鞋,短靴,"{'m': ['2018'], 't': ['冬'], 'n': ['新款', '短靴', '靴', '风'], 'nr': ['薄绒高', '马丁'], 'p': ['跟', '跟'], 'b': ['女', '女'], 'ns': ['英伦'], 'a': ['粗'], 'ng': ['靴', '靴', '棉', '靴'], 'ag': ['裸']}",[],,薄绒裸靴棉靴
101,2018冬新款薄绒高跟短靴女马丁靴英伦风粗跟女靴裸靴棉靴z332,女装,鞋,短靴,"{'m': ['2018'], 't': ['冬'], 'n': ['新款', '短靴', '靴', '风'], 'nr': ['薄绒高', '马丁'], 'p': ['跟', '跟'], 'b': ['女', '女'], 'ns': ['英伦'], 'a': ['粗'], 'ng': ['靴', '靴', '棉', '靴'], 'ag': ['裸'], 'eng': ['z332']}",[],,薄绒裸靴棉靴
102,2018冬款超轻薄羽绒服女中长款连帽韩版大码显瘦白鸭绒超薄外套溥,女装,外套,羽绒服,"{'m': ['2018'], 'n': ['冬款', '超轻薄', '羽绒服', '中长款', '帽', '版', '白', '鸭绒', '外套'], 'b': ['女'], 'u': ['连'], 'j': ['韩'], 'd': ['大码'], 'a': ['显瘦', '超薄'], 'nr': ['溥']}",[],,超轻薄冬款长款
103,2018冬款超轻薄羽绒服女中长款连帽韩版大码显瘦白鸭绒超薄外套溥g834,女装,外套,羽绒服,"{'m': ['2018'], 'n': ['冬款', '超轻薄', '羽绒服', '中长款', '帽', '版', '白', '鸭绒', '外套'], 'b': ['女'], 'u': ['连'], 'j': ['韩'], 'd': ['大码'], 'a': ['显瘦', '超薄'], 'nr': ['溥'], 'eng': ['g834']}",[],,超轻薄冬款长款
104,2018冬装新款加绒休闲裤女长裤大码格子加厚毛呢哈伦裤,女装,裤子,哈伦裤,"{'m': ['2018'], 'n': ['冬装', '新款', '休闲裤', '长裤', '大码', '格子', '毛呢', '裤'], 'nr': ['加绒', '加厚'], 'b': ['女'], 'nrt': ['哈伦']}",[],,加绒休闲裤大码
105,2018冬装新款大毛领棉服女中长款棉衣棉袄刺绣收腰外套,女装,外套,棉服,"{'m': ['2018'], 'n': ['冬装', '新款', '棉服', '中长款', '棉衣', '棉袄', '刺绣', '外套'], 'a': ['大'], 'nr': ['毛领'], 'b': ['女'], 'v': ['收腰']}",[],,毛领棉服长款
106,2018冬装新款大码女装蕾丝拼接气质款连衣裙胖mm显瘦打底裙,女装,连衣裙,连衣裙,"{'m': ['2018', '款'], 'n': ['冬装', '新款', '大码', '女装', '蕾丝', '气质', '胖', '裙'], 'v': ['拼接', '打底'], 'nr': ['连衣裙'], 'eng': ['mm'], 'a': ['显瘦']}",[],,大码蕾丝mm
107,2018冬装新款蕾丝打底衫女长袖冬季韩版大码修身加绒加厚冬季上衣,女装,上衣,打底衫,"{'m': ['2018'], 'n': ['冬装', '新款', '蕾丝', '女', '长袖', '版', '大码', '上衣'], 'v': ['打底', '修身'], 'ng': ['衫'], 't': ['冬季', '冬季'], 'j': ['韩'], 'nr': ['加绒', '加厚']}",[],,冬季蕾丝韩版大码
108,2018冬装新款韩版宽松bf面包服中长款茧型棉服女刺绣加厚外套g670,女装,外套,棉服,"{'m': ['2018'], 'n': ['冬装', '新款', '面包', '茧型', '棉服', '刺绣', '外套'], 'nt': ['韩版'], 'a': ['宽松'], 'eng': ['bf', 'g670'], 'v': ['服'], 'j': ['中长款'], 'b': ['女'], 'nr': ['加厚']}",[],,棉服韩版bf
109,2018初秋装新款仿真丝衬衫女长袖丝绸衬衣,女装,上衣,衬衫,"{'m': ['2018', '丝'], 't': ['初秋'], 'v': ['装'], 'n': ['新款', '衬衫', '长袖', '丝绸', '衬衣'], 'd': ['仿真'], 'b': ['女']}",[],,长袖初秋衬衣
110,2018初秋装新款仿真丝衬衫女长袖丝绸衬衣h389,女装,上衣,衬衫,"{'m': ['2018', '丝'], 't': ['初秋'], 'v': ['装'], 'n': ['新款', '衬衫', '长袖', '丝绸', '衬衣'], 'd': ['仿真'], 'b': ['女'], 'eng': ['h389']}",[],,长袖初秋衬衣
111,2018加厚中长款冬装新款仿水貂绒毛衣外套女宽松慵懒风格子大衣潮【DB】g866,女装,外套,大衣,"{'m': ['2018'], 'nr': ['加厚'], 'j': ['中长款'], 'n': ['冬装', '新款', '水貂', '绒毛', '衣', '外套', '风格', '大衣', '潮'], 'd': ['仿'], 'b': ['女'], 'a': ['宽松', '慵懒'], 'ng': ['子'], 'eng': ['DBg866']}",[],,中长款DBg冬装
112,2018加厚加绒冬季打底连衣裙高领毛衣女中长款保暖内针织衫,女装,连衣裙,连衣裙,"{'m': ['2018'], 'nr': ['加厚', '加绒', '连衣裙'], 't': ['冬季'], 'v': ['打底', '保暖'], 'n': ['高领', '毛衣', '中长款', '内', '针织衫'], 'b': ['女']}",[],,加绒长款针织衫
113,2018加厚高领毛衣女秋冬新款包芯纱韩版贴布显瘦长袖打底针织衫,女装,上衣,针织衫,"{'m': ['2018'], 'nr': ['加厚', '包芯纱'], 'n': ['高领', '毛衣', '新款', '版', '长袖', '针织衫'], 'b': ['女'], 't': ['秋冬'], 'j': ['韩'], 'v': ['贴布', '打底'], 'a': ['显瘦']}",[],,包芯纱韩版贴布
114,2018加绒加厚刺绣蕾丝拼接大码女装修身保暖连衣裙长袖打底衫【DM】,女装,连衣裙,连衣裙,"{'m': ['2018'], 'nr': ['加绒', '加厚', '连衣裙'], 'n': ['刺绣', '蕾丝', '大码', '女装', '长袖'], 'v': ['拼接', '修身', '保暖', '打底'], 'ng': ['衫'], 'eng': ['DM']}",[],,加绒蕾丝大码
115,2018加绒加厚打底衫女长袖上衣中老年女装大码加绒保暖冬,女装,上衣,打底衫,"{'m': ['2018'], 'nr': ['加绒', '加厚'], 'v': ['打底', '保暖'], 'ng': ['衫'], 'n': ['女', '长袖', '上衣', '女装', '大码', '加绒'], 'j': ['中老年'], 't': ['冬']}",[],,加绒大码打底
116,2018加绒加厚牛仔裤女长裤松紧腰修身显瘦小脚裤铅笔裤,女装,裤子,小脚裤,"{'m': ['2018'], 'nr': ['加绒', '加厚'], 'n': ['牛仔裤', '长裤', '腰', '脚裤', '铅笔', '裤'], 'b': ['女'], 'a': ['松紧'], 'v': ['修身', '显'], 'z': ['瘦小']}",[],,加绒脚裤松紧
117,2018加绒加厚牛仔裤女长裤松紧腰修身显瘦小脚裤铅笔裤z318,女装,裤子,小脚裤,"{'m': ['2018'], 'nr': ['加绒', '加厚'], 'n': ['牛仔裤', '长裤', '腰', '脚裤', '铅笔', '裤'], 'b': ['女'], 'a': ['松紧'], 'v': ['修身', '显'], 'z': ['瘦小'], 'eng': ['z318']}",[],,加绒脚裤松紧
118,2018加绒加厚韩国魔术裤修身显瘦铅笔裤高腰小黑裤长裤女,女装,裤子,铅笔裤,"{'m': ['2018'], 'nr': ['加绒', '加厚'], 'ns': ['韩国'], 'n': ['魔术', '裤', '铅笔', '腰', '裤', '长裤'], 'v': ['修身'], 'a': ['显瘦', '高'], 'ng': ['裤'], 'z': ['小黑'], 'b': ['女']}",[],,加绒显瘦裤高腰
119,2018加绒打底裤外穿女秋冬新款高腰紧身显瘦长裤小脚铅笔裤子,女装,裤子,铅笔裤,"{'m': ['2018'], 'nr': ['加绒'], 'v': ['打', '穿', '紧身'], 'n': ['底裤', '女', '新款', '腰', '长裤', '小脚', '铅笔', '裤子'], 'f': ['外'], 't': ['秋冬'], 'a': ['高', '显瘦']}",[],,外穿加绒高腰
120,2018加绒打底裤棉竖条纹显瘦修身分层连裤袜外穿踩脚一体裤女,女装,裤子,打底裤,"{'m': ['2018'], 'nr': ['加绒'], 'v': ['打', '竖', '修身', '穿', '踩'], 'n': ['底裤', '条纹', '分层', '连裤袜', '脚', '一体', '裤女'], 'ng': ['棉'], 'a': ['显瘦'], 'f': ['外']}",[],,外穿加绒棉竖
121,2018加绒新款优雅玫瑰粗跟高跟中筒靴,女装,鞋,中筒靴,"{'m': ['2018'], 'nr': ['加绒'], 'n': ['新款', '玫瑰', '中筒', '靴'], 'a': ['优雅', '粗'], 'v': ['跟高'], 'p': ['跟']}",[],,加绒中筒新款
122,2018加绒新款高腰牛仔裤女士直筒中年韩版大码弹力修身显瘦子小脚长裤,女装,裤子,牛仔裤,"{'m': ['2018'], 'nr': ['加绒'], 'n': ['新款', '腰', '牛仔裤', '女士', '直筒', '版', '大码', '弹力', '瘦子', '小脚', '长裤'], 'a': ['高'], 't': ['中年'], 'j': ['韩'], 'v': ['修身', '显']}",[],,加绒高腰直筒
123,2018包芯纱半高领毛衣女套头宽松秋冬韩版长袖字母针织衫上衣,女装,上衣,针织衫,"{'m': ['2018', '半'], 'nr': ['包芯纱'], 'n': ['高领', '毛衣', '套头', '长袖', '字母', '针织衫', '上衣'], 'b': ['女'], 'a': ['宽松'], 't': ['秋冬'], 'nt': ['韩版']}",[],,包芯纱套头韩版
124,2018半高领毛衣女冬装新款韩版长袖针织衫慵懒风套头上衣打底衫f349,女装,上衣,打底衫,"{'m': ['2018', '半'], 'n': ['高领', '毛衣', '冬装', '新款', '长袖', '针织衫', '风', '套头', '上衣'], 'b': ['女'], 'nt': ['韩版'], 'a': ['慵懒'], 'v': ['打底'], 'ng': ['衫'], 'eng': ['f349']}",[],,韩版针织衫套头
125,2018单肩斜挎包 撞色女式小方包 条纹小号手提包,女装,包包,手提包,"{'m': ['2018'], 'n': ['单肩', '女式', '小方', '条纹', '小号', '手提包'], 'vn': ['斜挎包'], 'v': ['撞', '包'], 'ng': ['色']}",[],,斜挎包单肩撞色
126,2018单肩斜挎包 格纹女式小方包 韩版小号手提包,女装,包包,手提包,"{'m': ['2018'], 'n': ['单肩', '女式', '方包', '小号', '手提包'], 'vn': ['斜挎包'], 'nr': ['格纹'], 'a': ['小'], 'nt': ['韩版']}",[],,斜挎包单肩格纹
127,2018厚底内增高小白鞋女浅口休闲系带五角星刺绣单鞋运动鞋潮QW-3,女装,鞋,运动鞋,"{'m': ['2018'], 'a': ['厚', '小'], 'f': ['底内'], 'v': ['增高', '休闲'], 'n': ['白鞋', '浅口', '系带', '刺绣', '单鞋', '运动鞋', '潮'], 'b': ['女'], 'nz': ['五角星'], 'eng': ['QW3']}",[],,单鞋厚底小白鞋
128,2018四色可选新款蕾丝保暖内衣套装牛奶丝滑pn,女装,日用,保暖内衣,"{'m': ['2018'], 'mq': ['四色'], 'v': ['可', '保暖'], 'zg': ['选'], 'n': ['新款', '蕾丝', '内衣', '套装', '牛奶', '丝滑'], 'eng': ['pn']}",[],,蕾丝丝滑pn
129,2018夏大码装复古刺绣棉麻T恤+阔腿裤套装两件套,女装,裤子,阔腿裤,"{'m': ['2018'], 'tg': ['夏'], 'n': ['大码', '装', '刺绣', '棉麻', 'T恤', '腿', '套装'], 'vn': ['复古'], 'a': ['阔'], 'ng': ['裤'], 'l': ['两件套']}",[],,夏大码T恤阔腿裤
130,2018夏天可折叠防晒大沿帽子蝴蝶结遮阳帽女士布帽大檐太阳帽新款韩版,女装,日用,帽子,"{'m': ['2018'], 't': ['夏天'], 'v': ['可折叠', '防晒'], 'nz': ['大沿帽', '遮阳帽'], 'ng': ['子'], 'n': ['蝴蝶结', '女士', '布帽', '大檐', '太阳帽', '新款'], 'nt': ['韩版']}",[],,大沿帽布帽遮阳帽
131,2018夏季仓库棉麻T恤女装夏新款宽松短款民族风亚麻上衣服潮女,女装,上衣,T恤,"{'m': ['2018'], 't': ['夏季'], 'n': ['仓库', '棉麻', 'T恤', '女装', '新款', '民族', '风', '亚麻', '衣服', '潮女'], 'nr': ['夏'], 'a': ['宽松'], 'b': ['短款'], 'f': ['上']}",[],,短款T恤潮女
132,2018夏季凉鞋休闲鞋女鞋子凉鞋韩版时尚潮沙滩鞋包头中跟粗跟,女装,鞋,休闲鞋,"{'m': ['2018'], 't': ['夏季'], 'n': ['凉鞋', '鞋子', '凉鞋', '时尚', '潮'], 'i': ['休闲鞋'], 'b': ['女'], 'nt': ['韩版'], 'nr': ['沙滩鞋'], 'v': ['包头'], 'f': ['中'], 'p': ['跟', '跟'], 'a': ['粗']}",[],,凉鞋休闲鞋韩版
133,2018夏季新款低帮鞋女鞋PU韩版套脚细跟橡胶尖头浅口高跟单鞋,女装,鞋,单鞋,"{'m': ['2018'], 't': ['夏季'], 'n': ['新款', '鞋', '女鞋', '版', '脚', '橡胶', '尖头', '单鞋'], 'a': ['低', '细', '浅', '高'], 'v': ['帮'], 'eng': ['PU'], 'j': ['韩'], 'q': ['套', '口'], 'p': ['跟', '跟']}",[],,单鞋低帮鞋PU
134,2018夏季新款单鞋女鞋子低帮鞋韩版时尚圆头中跟内增高,女装,鞋,单鞋,"{'m': ['2018'], 't': ['夏季'], 'n': ['新款', '单鞋', '鞋子', '鞋', '版', '时尚', '圆头'], 'b': ['女'], 'a': ['低'], 'v': ['帮', '增高'], 'j': ['韩'], 'f': ['中', '内'], 'p': ['跟']}",[],,单鞋低帮鞋韩版
135,2018夏季新款单鞋女鞋子低帮鞋韩版时尚浅口尖头,女装,鞋,单鞋,"{'m': ['2018'], 't': ['夏季'], 'n': ['新款', '单鞋', '鞋子', '鞋', '版', '时尚', '浅口', '尖头'], 'b': ['女'], 'a': ['低'], 'v': ['帮'], 'j': ['韩']}",[],,单鞋低帮鞋韩版
136,2018夏季新款宽松显瘦直筒裙简约S-2XL圆点气质衬衫领连衣裙,女装,连衣裙,连衣裙,"{'m': ['2018'], 't': ['夏季'], 'n': ['新款', '筒裙', '圆点', '气质', '衬衫'], 'a': ['宽松', '显瘦'], 'd': ['直', '简约'], 'eng': ['S2XL'], 'v': ['领'], 'nr': ['连衣裙']}",[],,筒裙显瘦直SXL
137,2018夏季新款小白鞋女百搭运动鞋系带韩版帆布鞋休闲板鞋白鞋WLDF-3,女装,鞋,运动鞋,"{'m': ['2018', '百'], 't': ['夏季'], 'n': ['新款', '鞋女', '运动鞋', '系带', '帆布鞋', '板鞋', '白鞋'], 'a': ['小', '白'], 'v': ['搭', '休闲'], 'nt': ['韩版'], 'eng': ['WLDF3']}",[],,帆布鞋小白鞋女百搭
138,2018夏季新款拖鞋女鞋橡胶纯色PU胶粘鞋平底平跟2018年夏季,女装,日用,拖鞋,"{'m': ['2018', '2018', '年'], 't': ['夏季', '平底', '夏季'], 'n': ['新款', '拖鞋', '女鞋', '橡胶', '纯色', '鞋'], 'eng': ['PU'], 'b': ['胶粘'], 'v': ['平'], 'p': ['跟']}",[],,夏季PU纯色
